id,temp_ar,radiacao_solar,precipitacao_clima,qtd_agua_necessaria,precipitacao_chuva,Qtd_Agua_apos_chuva,hora_irrig,data_irrig,umidade_solo,temp_solo,cidade,ph_solo,herosao,veloc_vento,umidade_relativ,plantacoes_nomes,tipo_plantacao
30517,22 C°,500,1.2,776.0,6.5,774.6,15:31:57,19/05/23,74%,24 C°,Limoeiro do Norte,['alcalino'],Falso,7.6,82%,Mamao,Mamao: Fruta
37021,28 C°,600,0.6,607.1,10.8,606.3,22:20:05,17/10/18,79%,21 C°,Limoeiro do Norte,['alcalino'],Falso,5.1,80%,Melancia,Abacaxi: Fruta
45292,21 C°,940,0.4,542.3,3.4,542.1,17:03:43,18/03/22,10%,21 C°,Limoeiro do Norte,['neutro'],Falso,12.5,63%,Melancia,Mamao: Fruta
11270,21 C°,1000,0.5,767.4,0.4,766.8,22:25:13,16/06/21,47%,24 C°,Limoeiro do Norte,['ácido'],Falso,7.8,29%,Mamao,Mamao: Fruta
13620,23 C°,920,0.5,465.8,6.7,464.7,09:33:12,08/10/19,66%,20 C°,Limoeiro do Norte,['alcalino'],Falso,12.1,38%,Cana-de-Acucar,Cana-de-Acucar: Cereal
83211,24 C°,160,0.7,559.6,17.3,558.6,15:14:50,23/04/21,51%,19 C°,Limoeiro do Norte,['ácido'],Falso,15.6,34%,Melancia,Feijao: Leguminosa
27210,29 C°,640,0.9,485.8,0.9,485.7,17:51:59,14/12/21,34%,23 C°,Limoeiro do Norte,['neutro'],Falso,7.6,65%,Abacaxi,Cana-de-Acucar: Cereal
02722,27 C°,220,1.2,759.7,8.6,759.2,21:30:30,13/11/21,56%,23 C°,Limoeiro do Norte,['neutro'],Falso,12.3,14%,Melancia,Mamao: Fruta
28856,22 C°,700,1.4,245.7,15.2,244.8,20:48:48,27/01/19,69%,18 C°,Limoeiro do Norte,['ácido'],Falso,17.0,27%,Banana,Mamao: Fruta
59235,31 C°,760,1.5,500.7,19.1,499.4,17:42:35,02/02/23,41%,18 C°,Limoeiro do Norte,['ácido'],Falso,14.0,27%,Abacaxi,Mamao: Fruta
43141,35 C°,120,0.6,612.2,19.7,611.6,10:56:00,07/01/20,77%,20 C°,Limoeiro do Norte,['ácido'],Falso,15.4,28%,Abacaxi,Mamao: Fruta
85450,20 C°,920,0.1,675.1,8.4,673.8,11:18:46,21/07/21,36%,24 C°,Limoeiro do Norte,['ácido'],Falso,7.1,65%,Banana,Mamao: Fruta
77769,34 C°,920,0.8,549.8,19.0,549.5,17:01:47,25/10/20,22%,18 C°,Limoeiro do Norte,['ácido'],Falso,7.8,32%,Melancia,Mamao: Fruta
89834,19 C°,280,1.0,745.4,0.7,744.4,14:49:43,22/05/21,34%,24 C°,Limoeiro do Norte,['alcalino'],Falso,6.8,13%,Abacaxi,Abacaxi: Fruta
32746,33 C°,980,0.8,765.2,14.9,764.3,21:40:47,25/05/21,33%,23 C°,Limoeiro do Norte,['ácido'],Falso,6.6,62%,Mamao,Melancia: Fruta
61422,17 C°,740,1.1,238.6,12.9,236.7,14:32:00,26/03/20,75%,22 C°,Limoeiro do Norte,['ácido'],Falso,5.8,52%,Banana,Abacaxi: Fruta
52080,34 C°,240,1.8,441.4,5.0,440.3,08:34:45,16/06/23,19%,21 C°,Limoeiro do Norte,['ácido'],Falso,13.6,42%,Abacaxi,Mamao: Fruta
15173,23 C°,880,1.1,214.1,10.1,212.7,17:48:46,29/05/19,28%,24 C°,Limoeiro do Norte,['alcalino'],Falso,16.5,11%,Abacaxi,Mamao: Fruta
11167,18 C°,1000,1.8,397.6,2.6,396.2,17:09:56,06/06/22,31%,22 C°,Limoeiro do Norte,['ácido'],Falso,8.7,34%,Mamao,Cana-de-Acucar: Cereal
48958,31 C°,1000,1.8,522.1,17.4,520.5,04:39:19,07/02/23,69%,21 C°,Limoeiro do Norte,['neutro'],Falso,5.3,84%,Cana-de-Acucar,Feijao: Leguminosa
68571,24 C°,980,0.7,746.5,7.2,745.1,14:01:31,05/02/23,62%,18 C°,Limoeiro do Norte,['neutro'],Falso,4.9,72%,Mamao,Melancia: Fruta
12995,26 C°,240,1.3,707.9,12.5,707.3,14:40:39,25/04/21,20%,24 C°,Limoeiro do Norte,['neutro'],Falso,7.1,62%,Banana,Melancia: Fruta
84625,25 C°,100,0.3,276.5,3.2,276.3,09:01:49,13/12/20,53%,19 C°,Limoeiro do Norte,['neutro'],Falso,3.3,28%,Melancia,Abacaxi: Fruta
75925,26 C°,380,1.3,255.8,4.1,254.4,07:52:28,24/06/19,47%,17 C°,Limoeiro do Norte,['ácido'],Falso,4.1,89%,Melancia,Feijao: Leguminosa
62219,25 C°,880,1.8,553.6,19.8,553.3,03:09:03,09/11/20,64%,21 C°,Limoeiro do Norte,['alcalino'],Falso,17.4,66%,Banana,Abacaxi: Fruta
94651,24 C°,260,1.4,519.3,15.1,518.2,00:55:17,23/04/20,10%,21 C°,Limoeiro do Norte,['neutro'],Falso,14.8,87%,Melancia,Feijao: Leguminosa
54750,20 C°,140,0.6,359.8,19.2,358.6,05:46:51,22/10/23,36%,22 C°,Limoeiro do Norte,['ácido'],Falso,17.7,76%,Mamao,Melancia: Fruta
22621,24 C°,580,0.9,739.7,5.9,738.7,20:10:19,28/02/22,22%,24 C°,Limoeiro do Norte,['alcalino'],Falso,16.2,30%,Mamao,Cana-de-Acucar: Cereal
63455,17 C°,800,1.7,756.4,3.3,755.7,11:23:46,07/11/23,30%,21 C°,Limoeiro do Norte,['ácido'],Falso,15.5,30%,Banana,Feijao: Leguminosa
73751,19 C°,720,1.3,441.6,10.1,440.7,00:12:26,04/03/23,58%,18 C°,Limoeiro do Norte,['alcalino'],Falso,7.0,76%,Banana,Cana-de-Acucar: Cereal
63742,35 C°,440,0.5,734.2,9.9,733.9,04:40:32,21/04/21,25%,19 C°,Limoeiro do Norte,['neutro'],Falso,3.8,56%,Mamao,Mamao: Fruta
45076,33 C°,580,1.2,430.4,3.5,429.9,20:50:51,19/05/23,53%,17 C°,Limoeiro do Norte,['alcalino'],Falso,17.7,66%,Cana-de-Acucar,Cana-de-Acucar: Cereal
70269,18 C°,280,0.7,642.1,14.7,641.7,17:53:06,22/08/18,33%,23 C°,Limoeiro do Norte,['ácido'],Falso,9.6,40%,Mamao,Banana: Fruta
85885,35 C°,380,1.5,485.6,7.2,484.7,19:16:23,01/11/19,12%,22 C°,Limoeiro do Norte,['ácido'],Falso,10.1,37%,Feijao,Mamao: Fruta
16798,35 C°,520,0.2,273.5,3.7,271.8,07:11:22,29/07/19,41%,20 C°,Limoeiro do Norte,['neutro'],Falso,9.9,68%,Mamao,Cana-de-Acucar: Cereal
41776,24 C°,580,0.2,756.8,6.6,755.0,11:24:02,29/01/18,35%,22 C°,Limoeiro do Norte,['neutro'],Falso,16.2,68%,Melancia,Abacaxi: Fruta
56329,32 C°,340,1.3,472.5,11.3,471.7,09:37:35,08/03/19,64%,21 C°,Limoeiro do Norte,['ácido'],Falso,12.9,47%,Cana-de-Acucar,Feijao: Leguminosa
78731,28 C°,840,1.0,640.7,14.5,639.8,13:14:24,10/02/21,52%,20 C°,Limoeiro do Norte,['ácido'],Falso,13.8,70%,Melancia,Milho: Cereal
23790,33 C°,560,1.6,420.3,9.6,418.5,02:57:05,14/10/22,77%,22 C°,Limoeiro do Norte,['neutro'],Falso,10.4,13%,Milho,Banana: Fruta
45393,33 C°,720,0.4,211.3,10.5,209.5,22:25:50,22/02/18,77%,17 C°,Limoeiro do Norte,['neutro'],Falso,17.5,21%,Mamao,Melancia: Fruta
75278,23 C°,600,1.3,260.3,2.8,260.1,18:15:03,17/07/20,10%,21 C°,Limoeiro do Norte,['ácido'],Falso,8.0,84%,Banana,Milho: Cereal
62010,17 C°,920,0.2,497.7,18.3,496.3,16:50:32,16/10/18,48%,17 C°,Limoeiro do Norte,['neutro'],Falso,4.7,36%,Milho,Abacaxi: Fruta
59525,18 C°,260,1.1,614.0,18.6,613.5,00:46:58,15/07/21,44%,20 C°,Limoeiro do Norte,['alcalino'],Falso,13.2,36%,Cana-de-Acucar,Banana: Fruta
48210,30 C°,380,1.2,400.8,13.7,399.9,07:21:21,19/10/21,53%,19 C°,Limoeiro do Norte,['ácido'],Falso,13.0,77%,Banana,Mamao: Fruta
15804,26 C°,920,0.3,617.3,0.4,615.5,02:25:26,09/12/21,49%,24 C°,Limoeiro do Norte,['alcalino'],Falso,10.9,54%,Abacaxi,Feijao: Leguminosa
11720,22 C°,880,1.2,619.2,10.7,618.4,19:30:18,02/06/19,58%,17 C°,Limoeiro do Norte,['alcalino'],Falso,7.4,54%,Melancia,Milho: Cereal
69912,18 C°,320,0.4,622.4,12.6,622.2,22:45:47,12/05/23,35%,20 C°,Limoeiro do Norte,['alcalino'],Falso,7.1,20%,Mamao,Mamao: Fruta
15201,17 C°,860,1.5,495.5,19.9,494.2,02:39:21,21/08/23,19%,19 C°,Limoeiro do Norte,['neutro'],Falso,8.6,88%,Milho,Abacaxi: Fruta
39637,18 C°,360,0.6,748.9,19.9,748.2,17:41:18,12/02/21,53%,19 C°,Limoeiro do Norte,['neutro'],Falso,6.1,22%,Milho,Mamao: Fruta
94417,33 C°,440,1.8,493.5,17.2,492.4,13:09:31,02/07/23,76%,19 C°,Limoeiro do Norte,['alcalino'],Falso,9.9,12%,Banana,Banana: Fruta
89282,19 C°,700,0.3,470.2,1.3,469.8,02:20:56,08/10/19,42%,21 C°,Limoeiro do Norte,['alcalino'],Falso,6.3,69%,Cana-de-Acucar,Banana: Fruta
57015,24 C°,380,1.5,319.6,19.1,318.7,03:08:31,10/06/20,62%,17 C°,Limoeiro do Norte,['ácido'],Falso,14.5,22%,Milho,Abacaxi: Fruta
45977,17 C°,600,0.6,384.6,12.3,383.5,11:02:32,29/09/20,36%,21 C°,Limoeiro do Norte,['ácido'],Falso,8.9,10%,Mamao,Mamao: Fruta
90683,23 C°,380,0.7,225.4,16.0,224.3,09:48:47,13/06/20,66%,24 C°,Limoeiro do Norte,['alcalino'],Falso,9.3,35%,Mamao,Melancia: Fruta
72720,31 C°,160,0.9,580.1,8.1,579.4,09:48:54,11/11/21,75%,22 C°,Limoeiro do Norte,['alcalino'],Falso,13.1,86%,Mamao,Abacaxi: Fruta
13061,32 C°,1000,1.6,349.1,6.4,347.2,20:48:01,11/06/22,57%,23 C°,Limoeiro do Norte,['ácido'],Falso,15.2,77%,Cana-de-Acucar,Melancia: Fruta
30641,27 C°,140,1.1,382.5,9.3,382.1,09:42:48,09/08/19,20%,20 C°,Limoeiro do Norte,['alcalino'],Falso,9.4,12%,Mamao,Mamao: Fruta
00407,26 C°,620,1.1,662.5,2.9,661.2,04:51:55,29/12/20,40%,18 C°,Limoeiro do Norte,['neutro'],Falso,10.5,63%,Banana,Milho: Cereal
91939,22 C°,500,0.7,396.3,7.1,394.5,02:42:04,09/02/22,22%,19 C°,Limoeiro do Norte,['alcalino'],Falso,8.1,29%,Cana-de-Acucar,Milho: Cereal
33630,27 C°,740,0.3,345.3,17.2,344.5,22:04:06,21/07/19,10%,17 C°,Limoeiro do Norte,['neutro'],Falso,14.4,86%,Milho,Feijao: Leguminosa
53858,23 C°,800,1.2,301.4,0.8,300.4,14:14:28,31/05/20,12%,23 C°,Limoeiro do Norte,['alcalino'],Falso,10.1,88%,Mamao,Banana: Fruta
72983,24 C°,700,0.4,664.9,3.0,664.2,08:01:44,18/01/21,57%,23 C°,Limoeiro do Norte,['alcalino'],Falso,14.9,38%,Feijao,Feijao: Leguminosa
76888,35 C°,460,0.6,277.8,2.5,276.3,04:45:30,18/01/18,48%,18 C°,Limoeiro do Norte,['ácido'],Falso,11.7,70%,Mamao,Mamao: Fruta
82786,19 C°,940,0.4,472.3,8.1,470.5,09:43:01,15/05/23,20%,18 C°,Limoeiro do Norte,['neutro'],Falso,8.6,86%,Mamao,Melancia: Fruta
30131,23 C°,640,0.9,504.2,19.9,503.0,07:20:33,11/08/19,37%,19 C°,Limoeiro do Norte,['ácido'],Falso,5.8,75%,Banana,Milho: Cereal
88905,22 C°,660,1.5,612.4,3.5,612.1,09:59:10,17/02/20,13%,17 C°,Limoeiro do Norte,['ácido'],Falso,17.6,35%,Melancia,Banana: Fruta
56018,22 C°,800,1.7,580.0,2.9,579.8,00:21:43,29/07/21,40%,17 C°,Limoeiro do Norte,['neutro'],Falso,15.6,52%,Feijao,Abacaxi: Fruta
01795,20 C°,740,0.7,686.4,18.3,684.9,13:33:45,12/07/20,14%,20 C°,Limoeiro do Norte,['ácido'],Falso,14.6,83%,Mamao,Mamao: Fruta
15321,30 C°,320,1.1,226.9,17.6,226.3,01:45:14,15/06/20,46%,22 C°,Limoeiro do Norte,['neutro'],Falso,15.5,90%,Milho,Mamao: Fruta
68647,30 C°,240,1.3,377.9,0.6,377.2,10:38:31,16/05/20,38%,20 C°,Limoeiro do Norte,['neutro'],Falso,9.1,74%,Mamao,Mamao: Fruta
83840,21 C°,120,1.7,368.1,15.0,366.7,17:00:32,18/04/18,70%,17 C°,Limoeiro do Norte,['neutro'],Falso,5.3,57%,Milho,Feijao: Leguminosa
35055,35 C°,320,0.5,287.6,13.1,286.9,16:07:51,27/01/23,12%,24 C°,Limoeiro do Norte,['ácido'],Falso,7.9,13%,Milho,Mamao: Fruta
37215,23 C°,340,0.9,373.5,15.4,372.7,06:38:20,30/11/18,45%,19 C°,Limoeiro do Norte,['ácido'],Falso,15.6,65%,Cana-de-Acucar,Abacaxi: Fruta
88254,35 C°,440,1.4,385.9,9.9,385.4,03:19:43,18/06/19,42%,24 C°,Limoeiro do Norte,['alcalino'],Falso,4.5,34%,Cana-de-Acucar,Abacaxi: Fruta
15163,17 C°,700,0.6,513.1,19.8,512.1,20:37:40,29/11/22,19%,22 C°,Limoeiro do Norte,['neutro'],Falso,15.5,40%,Mamao,Mamao: Fruta
72963,33 C°,360,0.7,598.2,0.9,596.3,16:49:16,19/09/19,10%,17 C°,Limoeiro do Norte,['ácido'],Falso,16.0,20%,Milho,Feijao: Leguminosa
39899,24 C°,420,1.6,428.7,4.7,428.6,01:00:10,13/10/18,52%,18 C°,Limoeiro do Norte,['neutro'],Falso,14.4,35%,Abacaxi,Feijao: Leguminosa
38813,35 C°,380,0.2,631.7,7.9,630.1,03:28:27,29/08/20,43%,19 C°,Limoeiro do Norte,['neutro'],Falso,13.4,89%,Feijao,Mamao: Fruta
95348,35 C°,880,1.8,401.7,9.0,399.8,08:24:41,06/05/19,27%,18 C°,Limoeiro do Norte,['ácido'],Falso,13.4,83%,Mamao,Feijao: Leguminosa
99814,19 C°,220,0.4,374.2,18.4,373.8,23:42:57,05/02/20,76%,19 C°,Limoeiro do Norte,['alcalino'],Falso,13.9,54%,Melancia,Mamao: Fruta
21792,31 C°,840,0.2,524.7,11.2,523.7,00:17:14,29/03/19,50%,24 C°,Limoeiro do Norte,['ácido'],Falso,7.3,89%,Milho,Abacaxi: Fruta
59593,21 C°,880,0.4,214.2,0.9,212.4,11:43:46,27/09/20,48%,17 C°,Limoeiro do Norte,['neutro'],Falso,17.5,45%,Cana-de-Acucar,Melancia: Fruta
21427,31 C°,780,1.2,247.9,8.2,247.3,23:53:07,03/12/18,52%,24 C°,Limoeiro do Norte,['ácido'],Falso,11.4,88%,Feijao,Feijao: Leguminosa
48913,29 C°,240,0.4,450.8,8.3,450.5,19:37:20,03/08/19,28%,21 C°,Limoeiro do Norte,['neutro'],Falso,5.0,57%,Abacaxi,Mamao: Fruta
04006,17 C°,1000,1.0,765.7,19.3,765.1,07:11:40,03/04/23,23%,24 C°,Limoeiro do Norte,['ácido'],Falso,16.3,86%,Mamao,Mamao: Fruta
62699,24 C°,460,0.1,632.9,12.0,631.6,14:47:25,20/10/21,29%,18 C°,Limoeiro do Norte,['ácido'],Falso,13.7,65%,Abacaxi,Cana-de-Acucar: Cereal
15727,22 C°,120,1.7,252.9,12.7,252.0,18:21:12,23/09/22,78%,20 C°,Limoeiro do Norte,['neutro'],Falso,8.9,76%,Melancia,Milho: Cereal
19741,26 C°,800,0.5,707.8,14.3,706.7,04:56:14,22/07/21,68%,19 C°,Limoeiro do Norte,['alcalino'],Falso,10.1,70%,Banana,Mamao: Fruta
65303,26 C°,840,0.7,639.4,15.4,638.7,22:26:40,24/09/22,79%,19 C°,Limoeiro do Norte,['alcalino'],Falso,10.4,19%,Banana,Cana-de-Acucar: Cereal
62349,29 C°,840,1.4,566.6,12.7,564.9,04:46:18,21/03/21,72%,23 C°,Limoeiro do Norte,['neutro'],Falso,5.6,15%,Mamao,Melancia: Fruta
79289,23 C°,520,0.3,692.2,4.7,691.7,04:43:41,16/08/22,38%,18 C°,Limoeiro do Norte,['neutro'],Falso,8.3,86%,Feijao,Abacaxi: Fruta
90664,28 C°,360,1.2,442.5,17.5,440.9,20:08:19,01/12/20,32%,19 C°,Limoeiro do Norte,['neutro'],Falso,4.5,64%,Abacaxi,Banana: Fruta
91929,23 C°,220,1.5,332.9,14.6,331.5,03:10:27,09/06/18,38%,17 C°,Limoeiro do Norte,['alcalino'],Falso,5.6,52%,Cana-de-Acucar,Cana-de-Acucar: Cereal
91069,22 C°,720,1.2,507.2,14.8,506.0,05:25:40,15/11/19,14%,21 C°,Limoeiro do Norte,['neutro'],Falso,17.7,31%,Melancia,Abacaxi: Fruta
88500,18 C°,760,1.3,529.3,19.9,527.4,03:31:23,26/04/22,75%,20 C°,Limoeiro do Norte,['alcalino'],Falso,6.2,68%,Mamao,Cana-de-Acucar: Cereal
81912,20 C°,900,0.7,523.0,16.1,521.2,19:31:15,07/05/22,73%,17 C°,Limoeiro do Norte,['neutro'],Falso,9.7,23%,Banana,Cana-de-Acucar: Cereal
09588,26 C°,760,0.7,539.0,16.6,537.3,23:51:12,12/03/18,45%,23 C°,Limoeiro do Norte,['alcalino'],Falso,15.5,80%,Mamao,Abacaxi: Fruta
49230,27 C°,500,0.2,769.2,19.0,767.7,19:05:59,24/02/21,26%,20 C°,Limoeiro do Norte,['alcalino'],Falso,17.7,23%,Feijao,Melancia: Fruta
47567,18 C°,240,0.7,741.3,3.0,740.2,01:44:06,18/06/20,64%,20 C°,Limoeiro do Norte,['ácido'],Falso,12.0,70%,Mamao,Mamao: Fruta
32035,24 C°,840,1.4,725.4,10.0,724.5,15:35:38,30/09/19,39%,19 C°,Limoeiro do Norte,['alcalino'],Falso,3.5,86%,Mamao,Banana: Fruta
46284,29 C°,880,0.4,680.9,11.6,680.1,03:42:43,07/08/21,78%,20 C°,Limoeiro do Norte,['ácido'],Falso,12.9,77%,Banana,Abacaxi: Fruta
36854,25 C°,520,0.9,766.1,6.6,764.3,03:13:07,08/10/20,34%,21 C°,Limoeiro do Norte,['ácido'],Falso,3.9,24%,Mamao,Mamao: Fruta
83014,23 C°,380,0.8,259.1,16.8,257.9,13:42:44,20/01/18,78%,22 C°,Limoeiro do Norte,['ácido'],Falso,14.8,62%,Cana-de-Acucar,Melancia: Fruta
39094,21 C°,960,1.6,359.1,15.2,358.8,20:44:58,17/08/21,35%,21 C°,Limoeiro do Norte,['alcalino'],Falso,5.7,23%,Abacaxi,Melancia: Fruta
27966,21 C°,160,1.5,497.0,14.4,495.6,22:31:50,04/04/20,71%,17 C°,Limoeiro do Norte,['ácido'],Falso,16.3,81%,Mamao,Mamao: Fruta
60519,26 C°,820,1.5,707.9,19.9,706.2,04:21:56,19/11/22,21%,18 C°,Limoeiro do Norte,['ácido'],Falso,7.4,37%,Milho,Melancia: Fruta
32280,20 C°,500,0.9,503.1,5.2,502.4,10:10:00,19/01/20,51%,18 C°,Limoeiro do Norte,['ácido'],Falso,14.4,18%,Mamao,Mamao: Fruta
30366,29 C°,680,1.4,648.8,14.7,647.2,00:15:10,19/08/23,59%,17 C°,Limoeiro do Norte,['neutro'],Falso,8.2,46%,Melancia,Banana: Fruta
47785,34 C°,620,1.8,283.4,11.0,281.5,07:24:05,22/09/22,80%,21 C°,Limoeiro do Norte,['alcalino'],Falso,4.8,25%,Mamao,Banana: Fruta
30651,32 C°,620,0.7,351.4,6.3,350.3,06:50:20,16/11/23,54%,20 C°,Limoeiro do Norte,['alcalino'],Falso,17.3,46%,Milho,Milho: Cereal
38585,32 C°,140,1.2,639.1,3.2,638.6,12:03:53,07/02/18,55%,24 C°,Limoeiro do Norte,['alcalino'],Falso,7.4,53%,Banana,Melancia: Fruta
92263,32 C°,860,0.4,298.8,17.9,297.1,11:05:10,05/10/23,54%,21 C°,Limoeiro do Norte,['ácido'],Falso,14.8,71%,Mamao,Abacaxi: Fruta
46067,20 C°,1000,1.2,410.8,11.9,410.0,15:30:27,12/02/19,57%,24 C°,Limoeiro do Norte,['ácido'],Falso,7.3,11%,Milho,Mamao: Fruta
06445,21 C°,920,0.4,358.9,16.5,358.1,19:17:14,15/03/21,57%,19 C°,Limoeiro do Norte,['neutro'],Falso,12.1,35%,Abacaxi,Mamao: Fruta
60126,28 C°,820,1.9,409.9,10.9,408.5,04:22:58,23/07/20,11%,22 C°,Limoeiro do Norte,['alcalino'],Falso,14.8,76%,Mamao,Milho: Cereal
74064,23 C°,760,0.3,625.0,4.4,623.8,02:20:27,30/05/22,73%,24 C°,Limoeiro do Norte,['ácido'],Falso,3.7,82%,Cana-de-Acucar,Feijao: Leguminosa
73698,25 C°,700,1.2,420.7,6.8,419.5,08:52:04,15/04/22,27%,17 C°,Limoeiro do Norte,['alcalino'],Falso,14.3,10%,Melancia,Mamao: Fruta
18063,35 C°,540,0.8,533.2,7.6,532.2,14:00:17,30/08/22,73%,18 C°,Limoeiro do Norte,['alcalino'],Falso,13.8,59%,Banana,Abacaxi: Fruta
43837,24 C°,940,1.7,260.0,19.5,259.9,23:04:59,18/05/23,13%,17 C°,Limoeiro do Norte,['ácido'],Falso,5.8,28%,Abacaxi,Milho: Cereal
05326,26 C°,140,1.3,683.0,0.1,681.9,15:10:06,05/09/19,11%,23 C°,Limoeiro do Norte,['ácido'],Falso,9.7,88%,Mamao,Abacaxi: Fruta
24451,31 C°,460,0.4,421.9,19.7,420.1,02:51:15,20/11/18,79%,21 C°,Limoeiro do Norte,['neutro'],Falso,15.5,82%,Cana-de-Acucar,Mamao: Fruta
41607,28 C°,140,1.8,589.1,19.6,588.8,16:59:15,23/03/23,22%,17 C°,Limoeiro do Norte,['ácido'],Falso,16.8,38%,Feijao,Cana-de-Acucar: Cereal
28506,35 C°,260,0.3,635.2,19.9,633.8,17:16:53,11/05/19,59%,17 C°,Limoeiro do Norte,['neutro'],Falso,12.6,44%,Melancia,Cana-de-Acucar: Cereal
31550,22 C°,500,1.9,325.8,9.5,324.7,19:49:11,21/03/21,52%,20 C°,Limoeiro do Norte,['ácido'],Falso,5.7,19%,Abacaxi,Mamao: Fruta
30930,26 C°,360,1.1,730.8,19.3,730.0,17:41:21,21/10/22,17%,21 C°,Limoeiro do Norte,['ácido'],Falso,9.7,82%,Milho,Melancia: Fruta
39028,25 C°,260,0.7,569.7,7.9,568.0,02:26:24,13/04/21,44%,24 C°,Limoeiro do Norte,['alcalino'],Falso,6.3,55%,Abacaxi,Cana-de-Acucar: Cereal
81200,17 C°,480,0.7,457.2,0.5,456.3,17:42:29,30/05/20,51%,23 C°,Limoeiro do Norte,['alcalino'],Falso,16.6,64%,Milho,Abacaxi: Fruta
35027,23 C°,340,1.7,309.4,4.5,309.2,09:08:43,25/07/22,64%,21 C°,Limoeiro do Norte,['neutro'],Falso,8.3,13%,Banana,Cana-de-Acucar: Cereal
86317,17 C°,700,0.5,765.4,18.9,763.7,05:19:41,05/04/23,18%,24 C°,Limoeiro do Norte,['neutro'],Falso,12.5,83%,Abacaxi,Mamao: Fruta
69123,28 C°,340,0.3,653.0,0.3,651.6,12:16:45,14/11/23,63%,24 C°,Limoeiro do Norte,['ácido'],Falso,13.3,32%,Feijao,Milho: Cereal
96105,23 C°,260,0.2,324.8,10.9,323.6,09:50:59,22/03/18,73%,21 C°,Limoeiro do Norte,['ácido'],Falso,15.7,51%,Cana-de-Acucar,Mamao: Fruta
43968,30 C°,1000,1.1,402.6,1.5,400.8,20:55:43,11/06/20,15%,17 C°,Limoeiro do Norte,['ácido'],Falso,8.6,69%,Feijao,Banana: Fruta
90415,30 C°,460,1.0,685.8,5.7,684.9,07:48:02,09/08/22,12%,24 C°,Limoeiro do Norte,['alcalino'],Falso,16.4,76%,Cana-de-Acucar,Mamao: Fruta
61729,27 C°,480,0.8,617.4,1.8,617.3,01:54:48,21/09/23,43%,23 C°,Limoeiro do Norte,['ácido'],Falso,4.5,55%,Mamao,Feijao: Leguminosa
47123,21 C°,940,1.9,659.5,17.2,659.1,21:29:37,11/12/20,75%,23 C°,Limoeiro do Norte,['ácido'],Falso,7.1,23%,Mamao,Abacaxi: Fruta
64081,23 C°,980,0.5,464.7,11.8,463.5,07:16:29,09/01/18,52%,22 C°,Limoeiro do Norte,['neutro'],Falso,17.9,56%,Feijao,Mamao: Fruta
30521,19 C°,760,0.8,629.9,18.0,628.6,20:42:40,06/03/18,18%,21 C°,Limoeiro do Norte,['neutro'],Falso,17.1,24%,Milho,Cana-de-Acucar: Cereal
01251,29 C°,840,1.6,431.9,13.8,431.7,14:46:24,21/02/19,17%,22 C°,Limoeiro do Norte,['alcalino'],Falso,11.1,18%,Mamao,Mamao: Fruta
35264,19 C°,760,1.4,326.8,19.4,325.9,19:24:11,17/03/19,56%,17 C°,Limoeiro do Norte,['neutro'],Falso,4.9,37%,Mamao,Banana: Fruta
25166,17 C°,420,1.2,579.6,10.2,578.3,12:55:36,03/06/21,72%,17 C°,Limoeiro do Norte,['ácido'],Falso,4.2,41%,Milho,Milho: Cereal
57099,22 C°,720,1.4,785.6,12.8,784.3,03:28:12,13/07/18,53%,20 C°,Limoeiro do Norte,['ácido'],Falso,10.4,56%,Abacaxi,Banana: Fruta
03502,24 C°,240,0.8,386.4,11.5,385.3,06:09:55,08/04/18,33%,18 C°,Limoeiro do Norte,['alcalino'],Falso,5.7,79%,Mamao,Milho: Cereal
27001,29 C°,800,1.8,476.6,9.7,475.7,18:22:24,30/01/21,27%,22 C°,Limoeiro do Norte,['ácido'],Falso,3.3,62%,Banana,Feijao: Leguminosa
11770,19 C°,560,0.3,604.4,16.9,603.2,02:05:15,12/07/19,21%,23 C°,Limoeiro do Norte,['alcalino'],Falso,10.1,60%,Mamao,Mamao: Fruta
19428,32 C°,580,0.7,524.9,12.9,524.1,23:57:35,09/11/23,18%,20 C°,Limoeiro do Norte,['alcalino'],Falso,17.1,70%,Abacaxi,Melancia: Fruta
48044,17 C°,520,1.1,706.1,16.0,705.0,23:58:34,08/02/18,24%,17 C°,Limoeiro do Norte,['alcalino'],Falso,5.2,16%,Feijao,Mamao: Fruta
23648,25 C°,100,1.1,657.0,15.7,656.6,10:04:50,27/05/23,19%,18 C°,Limoeiro do Norte,['ácido'],Falso,12.0,89%,Banana,Milho: Cereal
96646,27 C°,200,1.5,235.0,3.8,234.0,01:02:20,30/12/20,39%,19 C°,Limoeiro do Norte,['alcalino'],Falso,17.5,55%,Feijao,Mamao: Fruta
20180,24 C°,280,0.7,799.1,13.0,798.7,22:09:40,09/10/21,75%,20 C°,Limoeiro do Norte,['neutro'],Falso,3.7,37%,Feijao,Cana-de-Acucar: Cereal
17008,20 C°,580,1.7,651.4,4.0,649.9,03:35:33,10/03/22,39%,18 C°,Limoeiro do Norte,['neutro'],Falso,12.6,32%,Milho,Abacaxi: Fruta
18860,31 C°,660,1.4,718.3,11.7,717.5,00:38:21,29/06/20,32%,18 C°,Limoeiro do Norte,['ácido'],Falso,3.8,83%,Mamao,Abacaxi: Fruta
63854,19 C°,700,0.6,590.7,13.5,588.9,00:50:49,28/10/18,46%,21 C°,Limoeiro do Norte,['neutro'],Falso,17.0,11%,Feijao,Mamao: Fruta
